时间,设备名称,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),气压(Pa),高度(m),经度(),纬度(),GPS地速(km),GPS航向(°),GPS高度(m),卫星数量(),位置定位精度(),水平定位精度(),垂直定位精度(),四元数0(),四元数1(),四元数2(),四元数3()
 10:34:08.593,COM6,-0.028,0.171,1,-2.991,0.488,-0.854,8.586,2.878,141.163,-559,5769,11236,36.85,,,,,,,,,,,,-0.33313,-0.00122,-0.07892,-0.93951
 10:34:08.630,COM6,-0.026,0.167,1.001,-3.357,0.916,-0.916,8.355,2.878,141.097,-542,5743,11283,36.82,,,,,,,,,,,,-0.33368,-0.00061,-0.07703,-0.93948
 10:34:08.734,COM6,-0.025,0.167,1,-2.747,0.671,-0.854,8.174,2.878,141.026,-547,5734,11318,36.86,,,,,,,,,,,,-0.33426,-0.00012,-0.07553,-0.93939
 10:34:08.846,COM6,-0.025,0.166,1,-1.953,0.916,-0.854,8.047,2.873,140.96,-543,5721,11271,36.83,,,,,,,,,,,,-0.33481,0.00015,-0.07449,-0.93927
 10:34:08.924,COM6,-0.025,0.167,1,-1.587,0.61,-0.854,7.971,2.873,140.883,-544,5716,11300,36.88,,,,,,,,,,,,-0.33542,0.00031,-0.07388,-0.93912
 10:34:09.051,COM6,-0.025,0.162,1.001,-0.977,0.61,-0.793,7.921,2.862,140.812,-555,5707,11357,36.83,,,,,,,,,,,,-0.33603,0.00031,-0.07343,-0.93893
 10:34:09.163,COM6,-0.025,0.166,1,-0.549,0.793,-0.793,7.916,2.862,140.751,-609,5707,11364,36.84,,,,,,,,,,,,-0.33652,0.00027,-0.07339,-0.93875
 10:34:09.223,COM6,-0.026,0.157,1.002,-0.366,0.61,-0.854,7.921,2.856,140.685,-556,5718,11299,36.88,,,,,,,,,,,,-0.33707,0.00018,-0.07339,-0.93857
 10:34:09.337,COM6,-0.023,0.161,1.001,-0.549,0.732,-0.916,7.954,2.851,140.609,-547,5733,11276,36.86,,,,,,,,,,,,-0.33768,0,-0.07367,-0.93832
 10:34:09.460,COM6,-0.026,0.167,1,-0.427,0.916,-0.854,8.009,2.834,140.543,-530,5706,11246,36.85,,,,,,,,,,,,-0.33823,-0.00031,-0.07407,-0.93808
 10:34:09.553,COM6,-0.024,0.169,0.999,-0.549,1.038,-0.793,8.047,2.867,140.482,-574,5718,11292,36.86,,,,,,,,,,,,-0.33875,-0.00021,-0.07449,-0.93787
 10:34:09.666,COM6,-0.026,0.168,0.999,-0.793,0.671,-0.854,8.069,2.862,140.411,-544,5718,11323,36.86,,,,,,,,,,,,-0.33929,-0.00034,-0.07462,-0.93765
 10:34:09.780,COM6,0.011,0.166,1,-0.671,0.61,-0.793,8.064,2.862,140.339,-606,5726,11314,36.86,,,,,,,,,,,,-0.3399,-0.0004,-0.07458,-0.93744
 10:34:09.900,COM6,-0.026,0.216,0.976,-2.625,2.014,0.916,8.026,2.873,140.301,-619,5722,11370,36.82,,,,,,,,,,,,-0.34021,-0.00018,-0.07431,-0.93735
 10:34:09.957,COM6,-0.008,0.104,1.015,1.831,-2.441,2.319,6.592,3.532,140.757,-614,5933,11504,36.84,,,,,,,,,,,,-0.33673,0.0097,-0.06445,-0.9393
 10:34:10.070,COM6,-0.029,0.161,0.999,2.136,8.423,3.967,6.916,3.697,140.878,-645,5782,11477,36.84,,,,,,,,,,,,-0.33578,0.01016,-0.0676,-0.93939
 10:34:10.180,COM6,-0.048,0.139,1.008,14.038,1.77,1.16,7.756,4.131,141.169,-694,5697,11361,36.86,,,,,,,,,,,,-0.33368,0.01144,-0.07571,-0.93951
 10:34:10.235,COM6,-0.059,0.184,0.997,18.066,-0.916,2.441,9.459,4.169,141.257,-721,5781,11237,36.85,,,,,,,,,,,,-0.33313,0.00687,-0.08978,-0.93851
 10:34:10.342,COM6,-0.044,0.295,0.966,6.409,-2.808,1.831,11.08,3.972,141.345,-728,5534,10927,36.85,,,,,,,,,,,,-0.33237,0.00061,-0.10245,-0.93753
 10:34:10.424,COM6,-0.004,0.178,0.997,-1.709,-4.761,4.089,11.635,3.642,141.553,-622,5466,10883,36.85,,,,,,,,,,,,-0.33041,-0.00345,-0.10611,-0.93781
 10:34:10.532,COM6,-0.024,0.278,0.973,-5.493,-2.808,5.798,11.882,3.164,141.773,-620,5461,10839,36.89,,,,,,,,,,,,-0.32819,-0.0079,-0.10675,-0.93848
 10:34:10.616,COM6,-0.004,0.119,1.011,-9.644,0.549,3.357,10.805,2.9,142.278,-512,5644,10925,36.85,,,,,,,,,,,,-0.32391,-0.00653,-0.09723,-0.94101
 10:34:10.726,COM6,-0.026,0.188,0.991,-27.344,6.836,14.282,9.481,2.966,143.042,-353,5765,11052,36.84,,,,,,,,,,,,-0.31775,-0.00171,-0.08655,-0.94415
 10:34:10.840,COM6,-0.059,0.075,1.027,-19.409,5.31,17.029,7.07,3.307,144.86,-175,5913,11351,36.85,,,,,,,,,,,,-0.30283,0.00885,-0.06744,-0.95056
 10:34:10.923,COM6,-0.026,0.119,1.008,-7.751,0.183,-0.305,5.922,3.488,145.569,-106,6015,11552,36.82,,,,,,,,,,,,-0.29691,0.01376,-0.05835,-0.95297
 10:34:11.035,COM6,-0.023,0.1,1.006,-5.737,-2.563,-2.319,5.367,3.219,145.388,-93,5983,11641,36.82,,,,,,,,,,,,-0.29825,0.01288,-0.05307,-0.95288
 10:34:11.183,COM6,-0.03,0.111,1.008,0.305,0.732,-2.869,5.262,3.065,145.124,-72,5977,11660,36.84,,,,,,,,,,,,-0.30038,0.01175,-0.05179,-0.95227
 10:34:11.255,COM6,-0.037,0.115,1.005,3.357,2.258,-2.197,5.493,3.164,144.899,-51,6000,11709,36.85,,,,,,,,,,,,-0.30231,0.01184,-0.05402,-0.95157
 10:34:11.363,COM6,-0.039,0.135,1.002,6.104,0,-3.601,6.004,3.23,144.641,-43,6035,11608,36.84,,,,,,,,,,,,-0.30453,0.01093,-0.05844,-0.95059
 10:34:11.420,COM6,-0.042,0.121,1.003,0.977,-2.075,-3.662,6.251,3.087,144.179,-155,6072,11613,36.83,,,,,,,,,,,,-0.30832,0.00885,-0.06015,-0.94928
 10:34:11.523,COM6,-0.093,0.083,1.021,-16.357,2.808,-0.977,5.477,3.082,144.168,-430,6050,11612,36.82,,,,,,,,,,,,-0.30832,0.01086,-0.05374,-0.94965
 10:34:11.676,COM6,-0.089,-0.054,1.053,-22.949,13.794,2.502,3.472,3.851,144.635,-114,6186,11809,36.83,,,,,,,,,,,,-0.30435,0.0228,-0.03906,-0.95145
 10:34:11.742,COM6,-0.064,0.179,0.987,15.442,6.042,1.465,4.175,4.647,145.107,-135,6012,11822,36.86,,,,,,,,,,,,-0.30072,0.02774,-0.04691,-0.95209
 10:34:11.854,COM6,-0.071,0.178,0.99,6.897,0.488,2.197,5.268,4.785,145.415,-203,5997,11686,36.84,,,,,,,,,,,,-0.29846,0.02618,-0.05627,-0.95233
 10:34:11.939,COM6,-0.075,0.132,0.998,-10.681,-0.305,0.916,4.856,4.85,145.58,-78,5990,11706,36.8,,,,,,,,,,,,-0.29703,0.02789,-0.05295,-0.95294
 10:34:12.025,COM6,-0.062,0.141,0.996,8.545,3.296,2.625,3.801,4.988,146.118,173,5928,11819,36.82,,,,,,,,,,,,-0.29227,0.03195,-0.0444,-0.95471
 10:34:12.131,COM6,-0.061,0.055,1.018,9.949,0.305,4.578,4.323,4.971,146.492,179,5949,11790,36.82,,,,,,,,,,,,-0.28931,0.03061,-0.04858,-0.95547
 10:34:12.215,COM6,-0.063,0.002,1.032,12.939,1.77,2.991,4.856,5.092,146.821,140,5986,11700,36.86,,,,,,,,,,,,-0.28674,0.03046,-0.05325,-0.95599
 10:34:12.352,COM6,-0.075,0.117,1.003,11.414,-2.441,2.319,5.949,5.054,147.2,88,6035,11614,36.86,,,,,,,,,,,,-0.28384,0.02759,-0.06219,-0.95639
 10:34:12.435,COM6,-0.046,0.059,1.021,0.183,-2.563,1.77,6.037,4.966,147.409,64,6078,11605,36.86,,,,,,,,,,,,-0.28207,0.02676,-0.06265,-0.95691
 10:34:12.516,COM6,-0.065,-0.076,1.057,-7.263,-0.793,14.587,5.411,4.647,148.228,31,6038,11623,36.84,,,,,,,,,,,,-0.27499,0.02603,-0.05643,-0.95938
 10:34:12.622,COM6,-0.018,0.026,1.025,8.057,-3.052,2.991,5.427,4.384,149.095,413,6025,11664,36.85,,,,,,,,,,,,-0.26761,0.0242,-0.05579,-0.96155
 10:34:12.729,COM6,-0.017,0.156,0.988,8.545,-6.714,-2.93,6.526,3.73,148.909,470,6078,11520,36.8,,,,,,,,,,,,-0.2692,0.01605,-0.06351,-0.96082
 10:34:12.834,COM6,-0.026,0.2,0.984,0.977,-5.31,-2.197,7.015,3.153,148.557,157,6062,11452,36.85,,,,,,,,,,,,-0.27194,0.00989,-0.06635,-0.95993
 10:34:12.918,COM6,-0.026,0.144,1.001,-0.61,0.366,-2.075,7.35,2.939,148.348,51,5771,11475,36.86,,,,,,,,,,,,-0.27359,0.00714,-0.06866,-0.95932
 10:34:13.024,COM6,-0.031,0.188,0.992,1.343,2.014,-1.587,7.723,2.994,148.217,47,5691,11393,36.83,,,,,,,,,,,,-0.27475,0.00665,-0.07193,-0.95874
 10:34:13.129,COM6,-0.03,0.184,0.995,-2.563,6.165,0.549,7.762,3.235,148.233,21,5670,11374,36.85,,,,,,,,,,,,-0.27472,0.00858,-0.07281,-0.95868
 10:34:13.240,COM6,-0.031,0.107,1.012,-7.385,2.625,-0.366,7.35,3.494,148.206,259,5662,11344,36.81,,,,,,,,,,,,-0.27505,0.01172,-0.06998,-0.95877
 10:34:13.320,COM6,-0.045,0.138,1.001,2.136,-0.488,-1.343,7.581,3.505,148.079,84,5684,11391,36.86,,,,,,,,,,,,-0.27615,0.0112,-0.07193,-0.95831
 10:34:13.426,COM6,-0.038,0.198,0.992,-1.648,0.61,-1.526,7.668,3.477,147.958,141,5688,11392,36.79,,,,,,,,,,,,-0.27716,0.01065,-0.0726,-0.95798
 10:34:13.543,COM6,-0.013,0.168,0.996,-5.127,-1.831,-1.953,7.262,3.307,147.799,108,5717,11374,36.84,,,,,,,,,,,,-0.27838,0.0101,-0.06882,-0.95789
 10:34:13.624,COM6,-0.026,0.241,0.973,-6.897,1.099,-2.136,7.114,3.203,147.557,48,5971,11442,36.81,,,,,,,,,,,,-0.2803,0.00943,-0.06735,-0.95746
 10:34:13.740,COM6,-0.021,0.124,1.004,-15.442,0.793,0.61,5.614,3.351,147.596,35,6036,11570,36.82,,,,,,,,,,,,-0.27988,0.0144,-0.05515,-0.95828
 10:34:13.834,COM6,-0.099,0.043,1.019,-20.752,7.019,0.244,4.191,3.686,147.612,163,5956,11762,36.79,,,,,,,,,,,,-0.27966,0.02069,-0.04407,-0.9588
 10:34:13.914,COM6,-0.042,0,1.025,-2.808,1.648,-0.793,4.005,4.449,147.601,434,5945,11864,36.81,,,,,,,,,,,,-0.27988,0.02753,-0.04434,-0.95856
 10:34:14.037,COM6,-0.057,0.139,0.992,-6.226,1.221,-1.099,4.136,4.274,147.486,486,5947,11802,36.84,,,,,,,,,,,,-0.28082,0.0257,-0.04507,-0.95831
 10:34:14.119,COM6,-0.045,0,1.02,-19.104,-3.052,-0.793,2.549,4.257,147.442,417,6148,11931,36.81,,,,,,,,,,,,-0.28079,0.02945,-0.03174,-0.95874
 10:34:14.234,COM6,-0.034,0.03,1.012,-12.695,-6.348,-3.662,0.95,3.719,147.255,164,6268,12113,36.83,,,,,,,,,,,,-0.28195,0.02878,-0.01712,-0.9588
 10:34:14.368,COM6,0,-0.045,1.033,5.31,-12.695,-11.414,0.346,2.84,146.607,109,6232,12209,36.82,,,,,,,,,,,,-0.28726,0.02289,-0.01004,-0.95749
 10:34:14.530,COM6,0.003,0.104,0.995,24.719,-10.986,-31.494,2.17,1.604,144.415,-39,6312,12064,36.82,,,,,,,,,,,,-0.30569,0.00754,-0.02231,-0.95178
 10:34:14.565,COM6,-0.006,0.129,0.997,-2.319,3.906,1.709,3.488,1.165,142.581,-331,6021,11895,36.79,,,,,,,,,,,,-0.32086,-0.00009,-0.0321,-0.94653
 10:34:14.689,COM6,0.001,0.103,1.004,0.61,0.671,-1.038,3.428,1.335,142.625,-417,6071,11896,36.83,,,,,,,,,,,,-0.3205,0.00146,-0.0321,-0.94666
 10:34:14.884,COM6,0.001,0.085,1.007,-6.714,-0.183,-0.305,3.175,1.274,142.575,-435,6117,11898,36.8,,,,,,,,,,,,-0.32092,0.00165,-0.02982,-0.94659
 10:34:14.892,COM6,0.002,0.069,1.01,-4.883,0.732,-1.16,2.67,1.23,142.52,-348,6264,11947,36.77,,,,,,,,,,,,-0.32135,0.00266,-0.02551,-0.94656
 10:34:14.919,COM6,0.004,0.047,1.016,-4.578,0.671,-1.404,2.197,1.198,142.421,-461,6340,12002,36.75,,,,,,,,,,,,-0.32214,0.00372,-0.02151,-0.94638
 10:34:15.048,COM6,0.006,0.06,1.011,1.16,0.305,-0.793,2.148,1.165,142.3,-475,6339,12029,36.8,,,,,,,,,,,,-0.32315,0.00357,-0.02106,-0.94604
 10:34:15.147,COM6,0.003,0.064,1.01,1.77,1.038,-1.038,2.362,1.165,142.207,-466,6339,11995,36.79,,,,,,,,,,,,-0.32391,0.00293,-0.0228,-0.94574
 10:34:15.283,COM6,0,0.072,1.01,1.099,1.587,-0.854,2.582,1.214,142.125,-475,6350,11978,36.79,,,,,,,,,,,,-0.32465,0.00272,-0.02475,-0.94547
 10:34:15.409,COM6,0,0.079,1.008,1.648,2.014,-0.732,2.818,1.307,142.037,-482,6362,11931,36.82,,,,,,,,,,,,-0.32535,0.00278,-0.02698,-0.94516
 10:34:15.485,COM6,-0.003,0.083,1.009,-0.366,1.282,-0.793,2.977,1.39,141.965,-480,6369,11894,36.84,,,,,,,,,,,,-0.32599,0.00299,-0.02853,-0.94489
 10:34:15.597,COM6,-0.002,0.082,1.01,-0.916,1.221,-1.099,3.016,1.45,141.888,-477,6377,11919,36.84,,,,,,,,,,,,-0.3266,0.00339,-0.02902,-0.94464
 10:34:15.649,COM6,-0.004,0.076,1.012,-1.038,0.977,-0.854,2.972,1.478,141.806,-437,6371,11930,36.82,,,,,,,,,,,,-0.32727,0.00369,-0.02872,-0.94443
 10:34:15.745,COM6,-0.003,0.077,1.012,-0.122,0.61,-0.732,2.994,1.489,141.735,-444,6290,11887,36.8,,,,,,,,,,,,-0.32791,0.00369,-0.02893,-0.94421
 10:34:15.911,COM6,-0.001,0.083,1.011,1.465,0.549,-1.099,3.137,1.461,141.658,-493,6332,11879,36.82,,,,,,,,,,,,-0.32852,0.00305,-0.03006,-0.94397
 10:34:15.927,COM6,-0.003,0.078,1.013,0.793,1.282,-0.61,3.279,1.478,141.597,-479,6049,11894,36.76,,,,,,,,,,,,-0.32904,0.00275,-0.03128,-0.94376
 10:34:16.086,COM6,-0.006,0.092,1.01,3.357,1.038,-0.427,3.565,1.527,141.542,-397,6022,11902,36.82,,,,,,,,,,,,-0.3295,0.00232,-0.03375,-0.94351
 10:34:16.137,COM6,-0.005,0.096,1.007,1.831,1.038,-0.671,3.845,1.577,141.482,-407,5933,11872,36.79,,,,,,,,,,,,-0.33002,0.00192,-0.03622,-0.94324
 10:34:16.290,COM6,-0.008,0.098,1.007,0.549,1.16,-0.732,4.032,1.609,141.422,-302,5935,11824,36.82,,,,,,,,,,,,-0.33054,0.00165,-0.03784,-0.94299
 10:34:16.394,COM6,-0.005,0.098,1.007,0.61,0.671,-0.732,4.153,1.637,141.35,-340,5919,11785,36.78,,,,,,,,,,,,-0.33109,0.0015,-0.03891,-0.94275
 10:34:16.479,COM6,-0.008,0.094,1.011,-0.122,1.038,-0.671,4.219,1.642,141.295,-268,5957,11769,36.81,,,,,,,,,,,,-0.33157,0.00131,-0.03949,-0.94254
 10:34:16.535,COM6,-0.006,0.098,1.012,0.916,0.854,-0.793,4.362,1.67,141.229,-244,5948,11769,36.79,,,,,,,,,,,,-0.33212,0.0011,-0.04071,-0.94229
 10:34:16.700,COM6,-0.009,0.104,1.009,1.648,1.282,-0.793,4.565,1.697,141.163,-327,5953,11740,36.85,,,,,,,,,,,,-0.33267,0.0007,-0.04251,-0.94202
 10:34:16.747,COM6,-0.011,0.109,1.007,2.93,1.648,-0.61,4.911,1.78,141.108,-273,5977,11680,36.84,,,,,,,,,,,,-0.33316,0.00037,-0.04559,-0.94171
 10:34:16.851,COM6,-0.003,0.113,1.008,5.066,1.343,-1.221,5.378,1.84,141.031,-186,6006,11585,36.82,,,,,,,,,,,,-0.3338,-0.00049,-0.04959,-0.94128
 10:34:16.957,COM6,-0.01,0.125,1.005,2.075,0.427,-0.366,5.768,1.802,140.944,-101,6035,11626,36.82,,,,,,,,,,,,-0.33453,-0.00198,-0.05267,-0.94086
 10:34:17.043,COM6,-0.009,0.136,1.002,2.686,0.916,-0.854,6.081,1.835,140.872,-287,6072,11550,36.81,,,,,,,,,,,,-0.33508,-0.00269,-0.05536,-0.94049
 10:34:17.156,COM6,-0.009,0.139,1.002,-0.732,0.427,-0.732,6.213,1.824,140.801,-123,6063,11507,36.81,,,,,,,,,,,,-0.33569,-0.00317,-0.05637,-0.94022
 10:34:17.246,COM6,-0.008,0.132,1.003,-1.099,0.61,-0.854,6.18,1.807,140.729,-116,6075,11518,36.82,,,,,,,,,,,,-0.33627,-0.00323,-0.05609,-0.94003
 10:34:17.329,COM6,-0.009,0.139,1.002,-1.831,0.977,-0.61,6.152,1.818,140.669,-336,6064,11539,36.79,,,,,,,,,,,,-0.33679,-0.00308,-0.05588,-0.93988
 10:34:17.521,COM6,-0.013,0.128,1.005,-1.77,1.221,-0.671,6.048,1.868,140.614,-436,6074,11568,36.79,,,,,,,,,,,,-0.33725,-0.00241,-0.05518,-0.93973
 10:34:17.632,COM6,-0.013,0.131,1.006,-1.282,1.404,-0.671,6.031,1.934,140.554,-325,6053,11567,36.84,,,,,,,,,,,,-0.33777,-0.00186,-0.05521,-0.93954
 10:34:17.646,COM6,-0.013,0.139,1.004,-0.244,1.282,-0.854,6.13,1.994,140.482,-133,6059,11550,36.78,,,,,,,,,,,,-0.33835,-0.00171,-0.05621,-0.93927
 10:34:17.805,COM6,-0.013,0.138,1.003,-0.061,0.793,-0.793,6.174,2.016,140.422,-253,6059,11512,36.81,,,,,,,,,,,,-0.33887,-0.00168,-0.05661,-0.93909
 10:34:17.922,COM6,-0.011,0.137,1.005,-0.916,0.488,-0.916,6.207,2.016,140.35,-67,6082,11538,36.8,,,,,,,,,,,,-0.33945,-0.0018,-0.05688,-0.93884
 10:34:17.945,COM6,-0.011,0.136,1.005,-1.221,0.305,-0.916,6.191,1.983,140.262,-59,6067,11553,36.79,,,,,,,,,,,,-0.34012,-0.00208,-0.05664,-0.93863
 10:34:18.036,COM6,-0.011,0.133,1.006,-1.16,0.427,-0.793,6.152,1.956,140.186,-276,6067,11547,36.81,,,,,,,,,,,,-0.34079,-0.00223,-0.05624,-0.93842
 10:34:18.132,COM6,-0.011,0.134,1.005,-1.892,0.916,-0.732,6.103,1.95,140.114,-110,6070,11569,36.81,,,,,,,,,,,,-0.34134,-0.00217,-0.05582,-0.93823
 10:34:18.220,COM6,-0.011,0.129,1.004,-1.892,1.16,-0.732,5.988,1.972,140.048,-242,6051,11574,36.86,,,,,,,,,,,,-0.34189,-0.00165,-0.05496,-0.93808
 10:34:18.350,COM6,-0.015,0.13,1.004,-1.282,1.099,-0.549,5.927,2.01,139.999,-54,6051,11612,36.81,,,,,,,,,,,,-0.34235,-0.00116,-0.0546,-0.93793
 10:34:18.436,COM6,-0.013,0.135,1.002,-0.122,0.732,-0.793,5.977,2.043,139.933,-138,6050,11601,36.82,,,,,,,,,,,,-0.34286,-0.0011,-0.05508,-0.93771
 10:34:18.516,COM6,-0.013,0.131,1.003,-0.488,0.122,-0.916,5.993,2.027,139.856,-109,6060,11602,36.8,,,,,,,,,,,,-0.34351,-0.00131,-0.05515,-0.93747
 10:34:18.632,COM6,-0.011,0.137,1.002,0.854,0.549,-1.038,6.086,2.005,139.768,-189,6058,11591,36.84,,,,,,,,,,,,-0.34421,-0.0018,-0.05588,-0.93716
 10:34:18.764,COM6,-0.012,0.135,1.003,-0.244,0.732,-0.61,6.169,1.994,139.697,-178,6059,11554,36.81,,,,,,,,,,,,-0.34482,-0.0022,-0.05652,-0.93692
 10:34:18.821,COM6,-0.011,0.137,1.003,0,0.854,-0.793,6.251,2.005,139.636,-259,6070,11593,36.82,,,,,,,,,,,,-0.34528,-0.00238,-0.05722,-0.93671
 10:34:18.938,COM6,-0.011,0.138,1.003,-1.343,0.427,-0.977,6.295,2,139.565,-88,6071,11547,36.81,,,,,,,,,,,,-0.34589,-0.00262,-0.05756,-0.93646
 10:34:19.067,COM6,-0.01,0.132,1.004,-1.404,0.793,-0.854,6.224,1.994,139.482,-246,6062,11585,36.79,,,,,,,,,,,,-0.34653,-0.00247,-0.05692,-0.93625
 10:34:19.156,COM6,-0.013,0.134,1.004,-0.854,1.16,-0.793,6.24,2.016,139.422,-270,6063,11566,36.86,,,,,,,,,,,,-0.34705,-0.00238,-0.05716,-0.93604
 10:34:19.352,COM6,-0.013,0.13,1.005,-0.732,1.038,-0.732,6.218,2.043,139.367,-202,6065,11561,36.81,,,,,,,,,,,,-0.34747,-0.00208,-0.05704,-0.93588
 10:34:19.391,COM6,-0.009,0.134,1.003,-2.136,0.916,-0.916,6.202,2.06,139.301,-226,6075,11594,36.82,,,,,,,,,,,,-0.34805,-0.00195,-0.05695,-0.9357
 10:34:19.435,COM6,-0.013,0.136,1.003,-2.258,0.732,-0.854,6.103,2.049,139.23,-98,6073,11582,36.82,,,,,,,,,,,,-0.3486,-0.0018,-0.05612,-0.93552
 10:34:19.557,COM6,-0.013,0.13,1.004,-1.648,0.916,-0.732,5.988,2.06,139.164,-67,6056,11573,36.8,,,,,,,,,,,,-0.34918,-0.00134,-0.05524,-0.93536
 10:34:19.639,COM6,-0.012,0.126,1.005,-1.282,0.793,-0.61,5.922,2.071,139.098,-40,6051,11608,36.82,,,,,,,,,,,,-0.34973,-0.0011,-0.05472,-0.93521
 10:34:19.721,COM6,-0.013,0.129,1.004,-0.061,0.61,-0.793,5.938,2.076,139.032,-192,6047,11540,36.79,,,,,,,,,,,,-0.35025,-0.00113,-0.05484,-0.935
 10:34:19.833,COM6,-0.013,0.131,1.004,-0.549,0.549,-0.854,5.977,2.06,138.961,-246,6059,11590,36.83,,,,,,,,,,,,-0.35083,-0.00143,-0.05515,-0.93475
 10:34:19.930,COM6,-0.014,0.127,1.004,0,0.61,-0.854,6.015,2.049,138.884,-301,6031,11571,36.8,,,,,,,,,,,,-0.35147,-0.00168,-0.05539,-0.93451
 10:34:20.138,COM6,-0.011,0.135,1.003,0.977,0.732,-0.977,6.108,2.043,138.801,-140,6048,11590,36.83,,,,,,,,,,,,-0.35211,-0.00204,-0.05615,-0.9342
 10:34:20.144,COM6,-0.015,0.141,1.002,0.793,0.732,-0.732,6.24,2.032,138.724,-192,6062,11523,36.81,,,,,,,,,,,,-0.35272,-0.00256,-0.05722,-0.93393
 10:34:20.283,COM6,-0.013,0.143,1.001,0.244,0.488,-0.793,6.317,2.043,138.664,-233,6076,11502,36.82,,,,,,,,,,,,-0.35324,-0.00275,-0.05783,-0.93369
 10:34:20.434,COM6,-0.012,0.133,1.003,-1.892,0.977,-0.854,6.284,2.043,138.598,-58,6080,11560,36.8,,,,,,,,,,,,-0.35379,-0.00269,-0.05756,-0.9335
 10:34:20.439,COM6,-0.013,0.131,1.004,-1.282,0.732,-0.732,6.213,2.043,138.521,-407,6074,11539,36.79,,,,,,,,,,,,-0.3544,-0.0025,-0.05701,-0.93329
 10:34:20.552,COM6,-0.013,0.136,1.002,-0.793,0.977,-0.61,6.207,2.06,138.466,-267,6071,11544,36.79,,,,,,,,,,,,-0.35486,-0.00238,-0.05701,-0.93311
 10:34:20.760,COM6,-0.012,0.136,1.002,-0.977,0.732,-0.732,6.213,2.071,138.4,-212,6061,11559,36.82,,,,,,,,,,,,-0.35541,-0.00235,-0.05707,-0.93292
 10:34:20.765,COM6,-0.012,0.134,1.004,-1.831,0.671,-0.732,6.147,2.071,138.329,-268,6082,11571,36.78,,,,,,,,,,,,-0.35599,-0.0022,-0.05652,-0.93271
 10:34:20.995,COM6,-0.014,0.136,1.003,-1.221,0.732,-0.793,6.092,2.071,138.257,-193,6065,11583,36.79,,,,,,,,,,,,-0.35657,-0.00208,-0.05609,-0.93253
 10:34:21.097,COM6,-0.012,0.133,1.003,-1.404,0.854,-0.854,6.026,2.082,138.197,-153,6073,11606,36.79,,,,,,,,,,,,-0.35706,-0.0018,-0.0556,-0.93237
 10:34:21.142,COM6,-0.01,0.134,1.003,-1.77,0.916,-0.671,5.993,2.087,138.126,-32,6053,11572,36.81,,,,,,,,,,,,-0.35764,-0.00165,-0.0553,-0.93216
 10:34:21.188,COM6,-0.012,0.13,1.004,-0.671,0.671,-0.671,5.96,2.076,138.054,-213,6046,11553,36.8,,,,,,,,,,,,-0.35818,-0.00168,-0.05502,-0.93198
 10:34:21.259,COM6,-0.012,0.127,1.005,-0.732,0.977,-0.732,5.944,2.093,137.994,-132,6037,11588,36.77,,,,,,,,,,,,-0.35873,-0.00153,-0.05496,-0.93176
 10:34:21.359,COM6,-0.013,0.132,1.003,-0.549,0.488,-0.793,5.955,2.082,137.917,-126,6069,11551,36.79,,,,,,,,,,,,-0.35934,-0.00171,-0.05496,-0.93152
 10:34:21.452,COM6,-0.012,0.133,1.004,1.343,0.366,-1.038,6.075,2.065,137.834,-43,6075,11624,36.81,,,,,,,,,,,,-0.35999,-0.00226,-0.05594,-0.93121
 10:34:21.595,COM6,-0.014,0.13,1.005,-0.061,0.793,-0.671,6.152,2.049,137.763,-62,6069,11565,36.82,,,,,,,,,,,,-0.3606,-0.00266,-0.05649,-0.93097
 10:34:21.624,COM6,-0.012,0.135,1.003,-0.671,0.793,-0.854,6.224,2.054,137.697,-317,6055,11588,36.81,,,,,,,,,,,,-0.36111,-0.00287,-0.05707,-0.93073
 10:34:21.757,COM6,-0.011,0.134,1.005,-1.526,0.793,-0.732,6.196,2.054,137.62,-174,6061,11507,36.8,,,,,,,,,,,,-0.36172,-0.00284,-0.05685,-0.93048
 10:34:21.871,COM6,-0.011,0.145,1.002,0.244,0.732,-0.61,6.213,2.054,137.549,-116,6059,11567,36.82,,,,,,,,,,,,-0.3623,-0.0029,-0.05701,-0.93027
 10:34:21.961,COM6,-0.012,0.133,1.003,-1.099,0.732,-0.671,6.202,2.071,137.499,-44,6083,11527,36.79,,,,,,,,,,,,-0.36273,-0.00275,-0.05695,-0.93008
 10:34:22.024,COM6,-0.014,0.135,1.003,-0.916,1.099,-0.671,6.185,2.082,137.439,-244,6065,11492,36.79,,,,,,,,,,,,-0.36322,-0.00262,-0.05688,-0.9299
 10:34:22.139,COM6,-0.013,0.126,1.005,-0.732,0.793,-0.793,6.158,2.109,137.373,-189,6064,11544,36.82,,,,,,,,,,,,-0.36374,-0.00235,-0.0567,-0.92972
 10:34:22.249,COM6,-0.013,0.137,1.005,-1.16,0.793,-0.793,6.185,2.109,137.313,-192,6067,11556,36.8,,,,,,,,,,,,-0.36426,-0.0025,-0.05695,-0.9295
 10:34:22.450,COM6,-0.013,0.133,1.006,-1.831,0.61,-0.916,6.141,2.104,137.236,-102,6054,11553,36.78,,,,,,,,,,,,-0.36487,-0.00244,-0.05658,-0.92929
