时间,设备名称,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),四元数0(),四元数1(),四元数2(),四元数3()
 00:17:42.171,WT901BLE67(D03E7DA4620A), -0.027, 0.147, 0.568, -148.376, 260.742, -72.937, 29.778, -6.768, -54.13, -6.692, 45.683, 46.875, 31.56, -0.84985, 0.32672, 0.28543, 0.29901,
 00:17:42.231,WT901BLE67(D03E7DA4620A), -0.097, 0.228, 0.326, -39.673, 159.363, -20.264, 23.555, 11.673, -41.605, -23.433, 24.317, -32.825, 31.56, -0.84985, 0.32672, 0.28543, 0.29901,
 00:17:42.352,WT901BLE67(D03E7DA4620A), -0.243, 0.278, -0.036, -32.471, 127.197, -0.671, 22.654, 24.033, -34.821, -23.433, 24.317, -32.825, 31.56, -0.90378, -0.24863, -0.12854, 0.32364,
 00:17:42.444,WT901BLE67(D03E7DA4620A), -0.227, 0.323, 0.355, -8.606, -1.343, -13.184, 22.379, 25.955, -31.723, -23.433, 24.317, -32.825, 31.56, -0.90378, -0.24863, -0.12854, 0.32364,
 00:17:42.591,WT901BLE67(D03E7DA4620A), -0.334, 0.314, 0.951, -32.104, -37.842, -3.113, 22.022, 22.017, -32.179, -23.433, 24.317, -32.825, 31.56, -0.90378, -0.24863, -0.12854, 0.32364,
 00:17:42.621,WT901BLE67(D03E7DA4620A), -0.275, 0.213, 1.164, -149.292, 32.043, -20.569, 19.138, 17.842, -33.596, -6.600, 33.858, -30.275, 31.56, -0.90378, -0.24863, -0.12854, 0.32364,
 00:17:42.771,WT901BLE67(D03E7DA4620A), 0.292, 0.118, 1.195, -71.96, -102.112, 16.541, 12.074, 9.476, -34.349, -6.600, 33.858, -30.275, 31.56, -0.94894, -0.09872, -0.03122, 0.29782,
 00:17:42.831,WT901BLE67(D03E7DA4620A), 0.551, 0.342, 2.025, 23.56, -146.057, 54.688, 5.724, -5.515, -31.498, -6.600, 33.858, -30.275, 31.56, -0.94894, -0.09872, -0.03122, 0.29782,
 00:17:42.952,WT901BLE67(D03E7DA4620A), 0.717, 0.316, 1.698, 57.861, -147.827, 63.232, 5.46, -17.913, -25.895, -6.600, 33.858, -30.275, 31.56, -0.94894, -0.09872, -0.03122, 0.29782,
 00:17:43.041,WT901BLE67(D03E7DA4620A), 0.74, 0.3, 1.291, 59.387, -85.449, 13.062, 8.811, -25.312, -22.83, -10.325, 47.925, -28.158, 31.56, -0.94894, -0.09872, -0.03122, 0.29782,
 00:17:43.161,WT901BLE67(D03E7DA4620A), 0.485, 0.259, 0.992, 40.039, 0.549, -50.476, 15.485, -25.906, -26.098, -10.325, 47.925, -28.158, 31.56, -0.93973, -0.09732, 0.25583, 0.20471,
 00:17:43.221,WT901BLE67(D03E7DA4620A), 0.343, 0.123, 0.744, 40.466, 85.632, -83.679, 21.731, -17.963, -32.932, -10.325, 47.925, -28.158, 31.56, -0.93973, -0.09732, 0.25583, 0.20471,
 00:17:43.341,WT901BLE67(D03E7DA4620A), 0.07, 0.156, 0.731, 51.941, 165.1, -93.079, 28.18, -5.971, -35.134, -10.325, 47.925, -28.158, 31.56, -0.93973, -0.09732, 0.25583, 0.20471,
 00:17:43.430,WT901BLE67(D03E7DA4620A), -0.23, 0.149, -0.079, -10.315, 235.596, -48.218, 30.295, 13.766, -29.713, -10.325, 47.925, -28.158, 31.56, -0.93973, -0.09732, 0.25583, 0.20471,
 00:17:43.551,WT901BLE67(D03E7DA4620A), -0.209, 0.241, -0.371, 22.034, 74.829, -3.906, 33.426, 26.175, -22.192, -8.067, 23.167, -37.383, 31.56, -0.93973, -0.09732, 0.25583, 0.20471,
 00:17:43.641,WT901BLE67(D03E7DA4620A), -0.157, 0.346, 0.207, -44.373, -51.697, 14.771, 36.216, 25.79, -18.704, -8.067, 23.167, -37.383, 31.56, -0.89752, -0.34091, -0.15842, 0.23026,
 00:17:43.761,WT901BLE67(D03E7DA4620A), -0.077, 0.381, 0.729, -109.375, -31.311, 2.197, 28.477, 20.056, -19.704, -8.067, 23.167, -37.383, 31.56, -0.89752, -0.34091, -0.15842, 0.23026,
 00:17:43.852,WT901BLE67(D03E7DA4620A), 0.033, 0.354, 1.109, -81.604, -45.776, -4.639, 18.875, 11.81, -21.962, -8.067, 23.167, -37.383, 31.56, -0.89752, -0.34091, -0.15842, 0.23026,
 00:17:43.971,WT901BLE67(D03E7DA4620A), -0.114, 0.396, 1.646, -107.361, -1.465, -13.977, 12.563, 3.713, -23.785, -7.542, 41.592, -23.367, 31.56, -0.89752, -0.34091, -0.15842, 0.23026,
 00:17:44.031,WT901BLE67(D03E7DA4620A), -0.013, 0.065, 1.397, -77.881, 14.771, -17.822, 7.125, 1.406, -24.175, -7.542, 41.592, -23.367, 31.56, -0.97519, -0.07162, 0.0141, 0.2088,
 00:17:44.152,WT901BLE67(D03E7DA4620A), 0.001, -0.008, 1.273, 6.348, -15.015, 37.842, 5.4, -0.571, -23.555, -7.542, 41.592, -23.367, 31.56, -0.97519, -0.07162, 0.0141, 0.2088,
 00:17:44.242,WT901BLE67(D03E7DA4620A), 0.079, 0.147, 1.088, 32.41, 47.058, -24.536, 8.91, 0.104, -20.424, -7.542, 41.592, -23.367, 31.56, -0.97519, -0.07162, 0.0141, 0.2088,
 00:17:44.362,WT901BLE67(D03E7DA4620A), 0.001, 0.146, 1.052, -46.692, 1.587, 14.099, 6.097, 1.423, -19.286, 2.167, 52.100, -24.525, 31.56, -0.97519, -0.07162, 0.0141, 0.2088,
 00:17:44.452,WT901BLE67(D03E7DA4620A), 0.007, 0.042, 1.002, 3.357, -1.465, 1.831, 3.604, 0.989, -17.666, 2.167, 52.100, -24.525, 31.56, -0.9877, -0.03833, 0.00775, 0.15115,
 00:17:44.571,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 0.998, -0.061, -0.122, 0, 3.543, 0.939, -16.463, 2.167, 52.100, -24.525, 31.56, -0.9877, -0.03833, 0.00775, 0.15115,
 00:17:44.631,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 3.411, 0.901, -15.342, 2.167, 52.100, -24.525, 31.56, -0.9877, -0.03833, 0.00775, 0.15115,
 00:17:44.751,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 3.274, 0.879, -14.282, 2.708, 54.342, -21.133, 31.56, -0.9877, -0.03833, 0.00775, 0.15115,
 00:17:44.842,WT901BLE67(D03E7DA4620A), 0.005, 0.029, 1, 0, 0, 0, 3.137, 0.857, -13.282, 2.708, 54.342, -21.133, 31.56, -0.9877, -0.03833, 0.00775, 0.15115,
 00:17:44.931,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1.001, 0, 0, 0, 3.005, 0.835, -12.338, 2.708, 54.342, -21.133, 31.56, -0.99313, -0.03369, 0.00668, 0.11136,
 00:17:45.021,WT901BLE67(D03E7DA4620A), 0.005, 0.029, 0.999, 0, 0, 0, 2.878, 0.818, -11.453, 2.708, 54.342, -21.133, 31.56, -0.99313, -0.03369, 0.00668, 0.11136,
 00:17:45.142,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 2.763, 0.807, -10.618, 2.708, 54.342, -21.133, 31.56, -0.99313, -0.03369, 0.00668, 0.11136,
 00:17:45.202,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 2.653, 0.797, -9.833, 2.625, 54.417, -21.283, 31.56, -0.99313, -0.03369, 0.00668, 0.11136,
 00:17:45.322,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0.061, 0, 2.543, 0.791, -9.091, 2.625, 54.417, -21.283, 31.56, -0.99628, -0.02942, 0.00574, 0.08008,
 00:17:45.411,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 2.444, 0.786, -8.388, 2.625, 54.417, -21.283, 31.56, -0.99628, -0.02942, 0.00574, 0.08008,
 00:17:45.501,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 0.999, 0, 0, 0, 2.351, 0.78, -7.734, 2.625, 54.417, -21.283, 31.56, -0.99628, -0.02942, 0.00574, 0.08008,
 00:17:45.591,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 2.263, 0.775, -7.114, 2.658, 54.433, -21.425, 31.56, -0.99628, -0.02942, 0.00574, 0.08008,
 00:17:45.681,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 2.181, 0.769, -6.531, 2.658, 54.433, -21.425, 31.56, -0.99628, -0.02942, 0.00574, 0.08008,
 00:17:45.772,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 2.104, 0.769, -5.982, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:45.861,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 2.027, 0.769, -5.466, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:45.921,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 1.961, 0.769, -4.982, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.041,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 1.895, 0.769, -4.521, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.102,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 1.835, 0.764, -4.092, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.222,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 0.999, 0, 0, 0, 1.774, 0.769, -3.686, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.282,WT901BLE67(D03E7DA4620A), 0.005, 0.029, 0.999, 0, 0, 0, 1.719, 0.769, -3.301, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.431,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 1.67, 0.769, -2.944, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.461,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1.004, 0, 0, 0, 1.62, 0.769, -2.604, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.581,WT901BLE67(D03E7DA4620A), 0.005, 0.03, 1.003, 0, 0, 0, 1.577, 0.769, -2.285, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.641,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1.005, 0, 0, 0, 1.533, 0.775, -1.983, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.761,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1.005, 0, 0, 0, 1.489, 0.775, -1.697, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.852,WT901BLE67(D03E7DA4620A), 0.005, 0.029, 1.004, 0, 0, 0, 1.45, 0.78, -1.434, 2.658, 54.433, -21.425, 31.56, -0.99811, -0.02594, 0.00497, 0.05469,
 00:17:46.971,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1.004, 0, 0, 0, 1.417, 0.78, -1.181, 2.600, 54.442, -21.275, 31.56, -0.99973, -0.01956, 0.0036, 0.00897,
 00:17:47.061,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 1.379, 0.786, -0.945, 2.600, 54.442, -21.275, 31.56, -0.99973, -0.01956, 0.0036, 0.00897,
 00:17:47.181,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 1.351, 0.786, -0.72, 2.600, 54.442, -21.275, 31.56, -0.99973, -0.01956, 0.0036, 0.00897,
 00:17:47.241,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 1.318, 0.786, -0.511, 2.600, 54.442, -21.275, 31.56, -0.99973, -0.01956, 0.0036, 0.00897,
 00:17:47.361,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 0.999, 0, 0, 0, 1.291, 0.791, -0.313, 2.750, 54.367, -20.975, 31.56, -0.99973, -0.01956, 0.0036, 0.00897,
 00:17:47.451,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 1.263, 0.791, -0.126, 2.750, 54.367, -20.975, 31.56, -0.99979, -0.01852, 0.00339, 0.00137,
 00:17:47.571,WT901BLE67(D03E7DA4620A), 0.005, 0.03, 1, 0, 0, 0, 1.241, 0.797, 0.044, 2.750, 54.367, -20.975, 31.56, -0.99979, -0.01852, 0.00339, 0.00137,
 00:17:47.662,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 1.214, 0.797, 0.209, 2.750, 54.367, -20.975, 31.56, -0.99979, -0.01852, 0.00339, 0.00137,
 00:17:47.782,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 0.999, 0, 0, 0, 1.192, 0.797, 0.363, 2.592, 54.367, -21.367, 31.56, -0.99979, -0.01852, 0.00339, 0.00137,
 00:17:47.841,WT901BLE67(D03E7DA4620A), 0.005, 0.03, 1, 0, 0, 0, 1.17, 0.802, 0.511, 2.592, 54.367, -21.367, 31.56, -0.99979, -0.01767, 0.0032, -0.00452,
 00:17:47.962,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 1.154, 0.802, 0.648, 2.592, 54.367, -21.367, 31.56, -0.99979, -0.01767, 0.0032, -0.00452,
 00:17:48.081,WT901BLE67(D03E7DA4620A), 0.005, 0.03, 0.998, 0, 0, 0, 1.132, 0.802, 0.78, 2.592, 54.367, -21.367, 31.56, -0.99979, -0.01767, 0.0032, -0.00452,
 00:17:48.201,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 1.115, 0.807, 0.901, 2.608, 54.458, -21.375, 31.56, -0.99979, -0.01767, 0.0032, -0.00452,
 00:17:48.261,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 1.099, 0.807, 1.016, 2.608, 54.458, -21.375, 31.56, -0.99976, -0.01703, 0.00305, -0.00912,
 00:17:48.382,WT901BLE67(D03E7DA4620A), 0.005, 0.03, 1, 0, 0, 0, 1.082, 0.807, 1.126, 2.608, 54.458, -21.375, 31.56, -0.99976, -0.01703, 0.00305, -0.00912,
 00:17:48.441,WT901BLE67(D03E7DA4620A), 0.007, 0.029, 1, 0, 0, 0, 1.071, 0.807, 1.225, 2.608, 54.458, -21.375, 31.56, -0.99976, -0.01703, 0.00305, -0.00912,
 00:17:48.561,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 1.055, 0.813, 1.324, 2.625, 54.325, -21.333, 31.56, -0.99976, -0.01703, 0.00305, -0.00912,
 00:17:48.652,WT901BLE67(D03E7DA4620A), 0.006, 0.029, 1, 0, 0, 0, 1.044, 0.813, 1.412, 2.625, 54.325, -21.333, 31.56, -0.99976, -0.01703, 0.00305, -0.00912,
 00:17:48.771,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 1.033, 0.813, 1.5, 2.625, 54.325, -21.333, 31.56, -0.99973, -0.01654, 0.00296, -0.0127,
 00:17:48.862,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1, 0, 0, 0, 1.022, 0.813, 1.577, 2.625, 54.325, -21.333, 31.56, -0.99973, -0.01654, 0.00296, -0.0127,
 00:17:48.981,WT901BLE67(D03E7DA4620A), 0.005, 0.03, 1, 0, 0, 0, 1.011, 0.813, 1.653, 2.642, 54.458, -21.392, 31.56, -0.99973, -0.01654, 0.00296, -0.0127,
 00:17:49.041,WT901BLE67(D03E7DA4620A), 0.005, 0.03, 1, 0, 0, 0, 1, 0.818, 1.725, 2.642, 54.458, -21.392, 31.56, -0.99973, -0.01654, 0.00296, -0.0127,
 00:17:49.162,WT901BLE67(D03E7DA4620A), 0.006, 0.03, 1.001, 0, 0, 0, 0.989, 0.818, 1.791, 2.642, 54.458, -21.392, 31.56, -0.99969, -0.01617, 0.0029, -0.01547,
 00:17:49.252,WT901BLE67(D03E7DA4620A), 0.011, 0.029, 1, 0, 0, 0, 0.983, 0.818, 1.857, 2.642, 54.458, -21.392, 31.56, -0.99969, -0.01617, 0.0029, -0.01547,
 00:17:49.401,WT901BLE67(D03E7DA4620A), 0.007, 0.033, 1.005, 1.953, 2.625, 0, 0.967, 0.802, 1.917, 2.642, 54.458, -21.392, 31.56, -0.99969, -0.01617, 0.0029, -0.01547,
 00:17:49.461,WT901BLE67(D03E7DA4620A), 0.024, 0.029, 0.998, 0.061, -0.916, -4.395, 0.939, 0.846, -0.571, 2.642, 54.458, -21.392, 31.56, -0.99969, -0.01617, 0.0029, -0.01547,
 00:17:49.581,WT901BLE67(D03E7DA4620A), 0.386, 0.141, 1.198, -30.212, -37.964, -5.371, 0.082, -0.115, -3.159, 2.642, 54.458, -21.392, 31.56, -0.99924, -0.00742, 0.02451, 0.02826,
 00:17:49.642,WT901BLE67(D03E7DA4620A), 0.753, 0.311, 1.217, 175.232, -183.533, 31.25, 10.695, -15.903, -1.725, 2.642, 54.458, -21.392, 31.56, -0.99924, -0.00742, 0.02451, 0.02826,
 00:17:49.851,WT901BLE67(D03E7DA4620A), 0.833, 0.467, 1.151, 183.167, -156.006, 2.747, 37.359, -35.568, -12.085, 2.642, 54.458, -21.392, 31.56, -0.99924, -0.00742, 0.02451, 0.02826,
 00:17:49.852,WT901BLE67(D03E7DA4620A), 0.68, 0.662, 0.633, 34.546, 14.771, -85.022, 55.459, -37.941, -24.565, 2.642, 54.458, -21.392, 31.56, -0.99924, -0.00742, 0.02451, 0.02826,
 00:17:50.001,WT901BLE67(D03E7DA4620A), 0.454, 0.599, 0.642, -133.057, 252.625, -60.425, 47.324, -25.845, -20.374, 2.642, 54.458, -21.392, 31.56, -0.99924, -0.00742, 0.02451, 0.02826,
 00:17:50.061,WT901BLE67(D03E7DA4620A), -0.029, 0.402, 0.385, 109.253, 184.448, -99.06, 41.375, -5.674, -12.667, 2.642, 54.458, -21.392, 31.56, -0.99924, -0.00742, 0.02451, 0.02826,
 00:17:50.211,WT901BLE67(D03E7DA4620A), -0.354, 0.096, -0.311, -71.655, 239.075, -125.366, 43.11, 17.391, -5.345, 2.642, 54.458, -21.392, 31.56, -0.99924, -0.00742, 0.02451, 0.02826,
 00:17:50.272,WT901BLE67(D03E7DA4620A), -0.448, 0.271, -0.236, -80.505, 60.425, -29.602, 38.392, 29.938, 0.044, 0.975, 18.533, -38.842, 31.56, -0.99924, -0.00742, 0.02451, 0.02826,
 00:17:50.421,WT901BLE67(D03E7DA4620A), -0.726, 0.108, 0.262, -490.723, 173.523, -53.406, 16.633, 40.452, 3.241, 0.975, 18.533, -38.842, 31.56, -0.92792, -0.04578, -0.36984, 0.00214,
 00:17:50.481,WT901BLE67(D03E7DA4620A), -0.472, -1.185, 0.153, -455.688, 72.754, -210.449, -51.427, 50.087, -19.094, 0.975, 18.533, -38.842, 31.56, -0.92792, -0.04578, -0.36984, 0.00214,
 00:17:50.632,WT901BLE67(D03E7DA4620A), 0.106, -1.974, -0.295, 59.326, -182.129, -217.224, -73.762, 28.065, -25.323, 0.975, 18.533, -38.842, 31.56, -0.92792, -0.04578, -0.36984, 0.00214,
 00:17:50.691,WT901BLE67(D03E7DA4620A), 0.789, -1.086, 0.35, 125.183, -242.432, -160.4, -62.062, 7.949, -9.426, 1.642, 44.942, 56.858, 31.56, -0.92792, -0.04578, -0.36984, 0.00214,
 00:17:50.811,WT901BLE67(D03E7DA4620A), 1.206, -0.407, 0.354, 163.574, -239.136, -191.223, -40.809, -19.583, 2.466, 1.642, 44.942, 56.858, 31.56, -0.9256, 0.29767, 0.22861, 0.04764,
 00:17:50.901,WT901BLE67(D03E7DA4620A), 1.171, -0.042, 1.305, 13.794, -143.188, -180.298, -21.357, -52.295, 8.108, 1.642, 44.942, 56.858, 31.56, -0.9256, 0.29767, 0.22861, 0.04764,
 00:17:51.022,WT901BLE67(D03E7DA4620A), 0.904, 0.045, 1.004, 78.186, 78.064, -146.851, 11.217, -56.223, -19.704, 1.642, 44.942, 56.858, 31.56, -0.9256, 0.29767, 0.22861, 0.04764,
 00:17:51.111,WT901BLE67(D03E7DA4620A), 0.215, -0.147, 0.454, 241.333, 276.184, -189.575, 32.168, -31.08, -26.603, -36.725, 28.258, -21.592, 31.56, -0.9256, 0.29767, 0.22861, 0.04764,
 00:17:51.231,WT901BLE67(D03E7DA4620A), -0.211, -0.178, -0.33, 4.944, 321.655, -137.512, 39.029, 5.186, -24.071, -36.725, 28.258, -21.592, 31.56, -0.9184, -0.3403, -0.02707, 0.19968,
 00:17:51.322,WT901BLE67(D03E7DA4620A), -0.258, 0.02, -0.871, -251.526, 174.438, -94.299, 27.62, 29.377, -13.442, -36.725, 28.258, -21.592, 31.56, -0.9184, -0.3403, -0.02707, 0.19968,
 00:17:51.441,WT901BLE67(D03E7DA4620A), 0.141, -0.101, 0.323, -184.753, -138.855, -62.561, 9.597, 28.169, -17.792, -36.725, 28.258, -21.592, 31.56, -0.9184, -0.3403, -0.02707, 0.19968,
 00:17:51.531,WT901BLE67(D03E7DA4620A), 0.342, 0.01, 1.438, -141.479, -197.205, 30.64, -2.955, 8.069, -21.736, -8.542, 52.558, -11.000, 31.56, -0.9184, -0.3403, -0.02707, 0.19968,
 00:17:51.651,WT901BLE67(D03E7DA4620A), 0.444, -0.023, 2.254, 20.02, -121.704, 14.709, -11.179, -7.531, -18.787, -8.542, 52.558, -11.000, 31.56, -0.97897, 0.06818, 0.11221, 0.15579,
 00:17:51.741,WT901BLE67(D03E7DA4620A), 0.685, 0.422, 1.801, 174.194, -104.919, 35.767, 10.02, -23.505, -15.546, -8.542, 52.558, -11.000, 31.56, -0.97897, 0.06818, 0.11221, 0.15579,
 00:17:51.832,WT901BLE67(D03E7DA4620A), 0.628, 0.75, 1.435, 197.51, -67.383, -41.077, 28.356, -30.696, -18.347, -8.542, 52.558, -11.000, 31.56, -0.97897, 0.06818, 0.11221, 0.15579,
 00:17:51.921,WT901BLE67(D03E7DA4620A), 0.214, 0.648, 1.016, 158.752, -3.967, -141.479, 45.846, -26.34, -25.774, -8.542, 52.558, -11.000, 31.56, -0.97897, 0.06818, 0.11221, 0.15579,
 00:17:52.041,WT901BLE67(D03E7DA4620A), -0.142, 0.31, 0.601, -76.721, 185.791, -151.733, 49.752, -9.558, -28.905, -32.033, 12.050, -34.450, 31.56, -0.97897, 0.06818, 0.11221, 0.15579,
 00:17:52.131,WT901BLE67(D03E7DA4620A), -0.139, 0.025, -0.22, -176.025, 160.217, -83.923, 35.327, 11.931, -21.819, -32.033, 12.050, -34.450, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.252,WT901BLE67(D03E7DA4620A), -0.016, 0.212, 0.009, 28.503, -19.836, 65.674, 29.537, 16.677, -13.244, -32.033, 12.050, -34.450, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.342,WT901BLE67(D03E7DA4620A), 0.208, 0.333, 0.686, -28.137, -55.786, 45.654, 32.322, 9.465, -13.903, -32.033, 12.050, -34.450, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.492,WT901BLE67(D03E7DA4620A), 0.121, 0.69, 1.421, -108.276, -94.238, 33.02, 19.358, 3.071, -14.815, -7.017, 30.067, -32.808, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.552,WT901BLE67(D03E7DA4620A), 0.429, 0.577, 1.788, 49.133, -118.164, 31.372, 13.826, -5.098, -13.969, -7.017, 30.067, -32.808, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.642,WT901BLE67(D03E7DA4620A), 0.64, 0.963, 1.46, 299.5, -173.706, 24.231, 34.579, -21.736, -15.469, -7.017, 30.067, -32.808, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.732,WT901BLE67(D03E7DA4620A), 0.587, 1.111, 0.41, 244.812, -49.072, -9.338, 65.187, -28.713, -21.698, -7.017, 30.067, -32.808, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.851,WT901BLE67(D03E7DA4620A), 0.34, 1.058, 0.009, 139.099, -39.246, -48.157, 82.15, -24.549, -26.856, -27.683, -13.233, -39.158, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.942,WT901BLE67(D03E7DA4620A), -0.157, 0.777, -0.025, 68.176, -28.992, -163.757, 92.598, -12.832, -31.262, -27.683, -13.233, -39.158, 31.56, -0.6748, -0.67862, 0.26907, 0.1076,
 00:17:53.061,WT901BLE67(D03E7DA4620A), -0.197, 0.096, 0.041, -28.748, 8.301, -98.145, 90.879, 2.505, -30.531, -27.683, -13.233, -39.158, 31.56, -0.6748, -0.67862, 0.26907, 0.1076,
 00:17:53.182,WT901BLE67(D03E7DA4620A), 0.054, -0.027, -0.407, 5.127, 46.875, -31.616, 90.56, 8.388, -29.542, -27.683, -13.233, -39.158, 31.56, -0.6748, -0.67862, 0.26907, 0.1076,
 00:17:53.272,WT901BLE67(D03E7DA4620A), -0.008, 0.436, -0.242, -74.951, -26.062, 48.462, 87.693, 5.74, -29.625, -19.808, -34.900, -28.333, 31.56, -0.6748, -0.67862, 0.26907, 0.1076,
 00:17:53.361,WT901BLE67(D03E7DA4620A), 0.242, 0.848, 0.26, -74.524, -39.124, 89.478, 81.892, -2, -34.475, -19.808, -34.900, -28.333, 31.56, -0.72617, -0.61777, 0.22318, 0.20273,
 00:17:53.482,WT901BLE67(D03E7DA4620A), 0.706, 1.363, 0.286, -13.611, -26.917, 120.667, 79.722, -14.359, -37.524, -19.808, -34.900, -28.333, 31.56, -0.72617, -0.61777, 0.22318, 0.20273,
 00:17:53.572,WT901BLE67(D03E7DA4620A), 1.019, 1.855, 0.364, 60.059, -2.869, 126.099, 78.783, -25.686, -37.04, -19.808, -34.900, -28.333, 31.56, -0.72617, -0.61777, 0.22318, 0.20273,
 00:17:53.691,WT901BLE67(D03E7DA4620A), 0.694, 1.783, -0.159, 43.945, -44.922, 2.991, 85.062, -31.707, -36.606, -35.392, -20.958, -38.183, 31.56, -0.72617, -0.61777, 0.22318, 0.20273,
 00:17:53.782,WT901BLE67(D03E7DA4620A), 0.138, 1.044, 0.057, -49.194, 2.197, -180.908, 88.264, -22.819, -39.787, -35.392, -20.958, -38.183, 31.56, -0.70804, -0.59775, 0.35635, 0.11954,
 00:17:53.902,WT901BLE67(D03E7DA4620A), -0.267, 0.349, 0.158, -191.406, 138.184, -197.632, 71.565, -1.505, -35.013, -35.392, -20.958, -38.183, 31.56, -0.70804, -0.59775, 0.35635, 0.11954,
 00:17:53.992,WT901BLE67(D03E7DA4620A), -0.377, 0.034, -0.093, -317.261, 144.897, -92.896, 52.053, 16.04, -26.906, -35.392, -20.958, -38.183, 31.56, -0.70804, -0.59775, 0.35635, 0.11954,
 00:17:54.112,WT901BLE67(D03E7DA4620A), -0.106, -0.029, -0.086, -296.143, -9.338, 3.235, 25.302, 24.164, -20.38, -6.908, 29.933, -31.275, 31.56, -0.70804, -0.59775, 0.35635, 0.11954,
